Advertiser Currency,Channel,Creative Size,Revenue (Adv Currency),Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions
USD,/All Apps/Apple App Store/Music,320x100,0.076461,167,126,0,0,0,0
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,468x60,11.699614,5240,3511,1,3,0,3
USD,Chicago T1 sites,300x250,249.094502,93719,72112,89,148,54,94
USD,Mogo DBM premium video sx,300x250,56281.69735,10906713,8881038,6542,21222,1918,19304
USD,debartolo local site list,160x600,0.541768,53,37,0,2,0,2
USD,mogo CBS Interactive sx,970x250,77.840143,4042,3505,13,42,1,41
USD,mogo marks chicago sx,300x600,251.617621,32498,25680,17,39,7,32
USD,mogo marks xsl_ks0001 sx,300x50,1498.59605,264451,248643,147,4183,133,4050
USD,/All Apps/Google Play/Games/Racing,300x250,4.4342,391,364,5,0,0,0
USD,AC black sx,300x250,0.014404,1,1,0,0,0,0
USD,mogo jacks education sx,320x50,0.050901,16,9,0,0,0,0
USD,mogo marks branding comp rate platinum video sx,120x600,0.006865,4,4,0,0,0,0
USD,mogo marks pav kpi sx,728x90,1094.532532,105907,79934,69,491,37,454
USD,mogo marks perf arts sx 2,300x50,19.003047,2463,2302,4,44,2,42
USD,mogo marks ticketing sx,300x50,0.144099,7,7,0,0,0,0
USD,/All Apps/Google Play/Weather,320x50,2207.311864,741148,684386,626,134,71,63
USD,mogo marks elite kpi achievers sx,970x250,3856.317851,262719,215298,486,1158,261,897
USD,ttd food sx,300x50,196.605929,20251,19255,16,726,30,696
USD,ttd health sx,120x600,0.117174,16,10,0,0,0,0
USD,/All Apps/Apple App Store/Sports,970x250,0.020269,1,1,0,0,0,0
USD,/All Apps/Google Play/Books & Reference,970x250,0.009217,8,8,0,0,0,0
USD,/All Apps/Google Play/Games/Casual,320x50,80.372678,77443,75578,114,16,12,4
USD,Android Top Selling Free Entertainment,336x280,0.019472,9,9,0,0,0,0
USD,DO NOT USE Tier 2,468x60,1.430465,645,311,0,0,0,0
USD,mogo marks natl cat-aff-im sx,200x200,0.137813,7,6,0,0,0,0
USD,mogo marks xsl_ks20780 sx,970x66,1.217537,576,161,0,0,0,0
USD,mogo sports sx,300x100,0.050601,12,10,0,0,0,0
USD,/All Apps/Google Play,728x90,213.761399,139828,134514,181,16,15,1
USD,DO NOT USE Tier 3 (2),320x50,2145.245955,653955,603383,707,936,217,719
USD,mogo marks lal branding (All) platinum sx,320x50,12700.89388,1180417,1067034,4162,6007,3197,2810
USD,mogo marks perf arts sx 5 epx1,970x66,0.004991,1,0,0,0,0,0
USD,mogo marks video branding extended reach tail aggregate sx,336x280,39.93427,7600,6648,7,7,0,7
USD,sfoc kpi sx (acquisition 2019),728x90,199.031623,37133,34126,33,317,24,293
USD,/All Apps/Apple App Store/Music,300x50,2.166488,860,810,3,0,0,0
USD,Android Movers and Shakers,320x50,512.020223,284199,272833,1109,149,120,29
USD,DO NOT USE Tier 2* (CHANNEL),970x90,34.434362,3188,2791,4,9,0,9
USD,at black perf arts sx 7,320x50,1.633831,348,305,1,0,0,0
USD,mogo marks branding comp rate gold video sx,468x60,0.027797,13,11,0,0,0,0
USD,mogo marks native sx xsl1045 class a,970x250,549.947554,312766,295644,346,258,35,223
USD,mogo marks t1 brand sx trim,970x90,81.520315,6164,5243,9,5,0,5
USD,/All Apps/Apple App Store/Games/Action,300x50,0.634742,60,48,0,0,0,0
USD,/All Apps/Apple App Store/Games/Role Playing,320x50,1.792067,1386,1362,2,0,0,0
USD,/All Apps/Google Play/Personalization,320x50,2.562586,2447,2234,9,0,0,0
USD,Android Top Selling Free Photography,320x50,31.926769,36570,34725,80,3,3,0
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,970x90,205.718451,17894,15399,13,17,0,17
USD,Diablo DVC Shortlist (Advertiser Level),728x90,1238.842202,93350,88659,41,9827,93,9734
USD,Walnut Street Theatre - In-Stream Video Blacklist,728x90,0.190569,28,23,0,0,0,0
USD,mogo black rt sx,728x90,9.451042,1909,1615,1,4,0,4
USD,mogo marks branding drhbx gold sx,250x250,10.081787,940,776,0,5,0,5
USD,mogo marks branding drhbx platinum sx,336x280,3.256606,208,175,0,0,0,0
USD,mogo marks disney sx,200x200,0.001435,2,0,0,0,0,0
USD,mogo marks playbill 5 sx x9z,300x600,0.968013,122,36,0,1,0,1
USD,mogo marks xsl_800p sx,728x90,64704.7214,12712758,10190364,6059,34263,1958,32305
USD,/All Apps/Google Play/Games/Puzzle,336x280,0.053417,18,13,0,0,0,0
USD,/All Apps/Google Play/Games/Word,160x600,1.515702,361,334,0,0,0,0
USD,DO NOT USE Tier 1* (CHANNEL),250x250,32.022765,3717,3064,2,5,0,5
USD,Pac Fox Atlanta EXCLUSION List,320x50,486.75076,216699,205943,134,166,32,134
USD,mogo marks chicago sx,160x600,112.129092,29700,25665,31,52,15,37
USD,mogo marks lal (purchase) silver sx,320x50,51000.00436,9347330,8676786,13495,22525,5983,16542
USD,mogo marks lal branding (All) gold sx,320x51,0.8361,20,19,0,0,0,0
USD,/All Apps/Google Play/Media & Video,300x250,1.859094,663,597,1,0,0,0
USD,Channel of Top non-US Sites for Nielsen Video Ads - DO NOT EDIT,160x600,15371.24545,4186326,3739082,1733,6633,472,6161
USD,DO NOT USE Mobile - MoPub - Computers & Electronics/Consumer Electronics/GPS & Navigation,300x50,0.02392,5,5,0,0,0,0
USD,DO NOT USE Rubicon,320x50,1114.233898,115526,106376,196,358,68,290
USD,DO NOT USE Tier 3 (2),336x280,14.431609,1231,1084,0,7,0,7
USD,DO NOT USE fgu test public channel,970x66,0.508369,179,117,0,0,0,0
USD,mogo marks pav kpi sx,320x50,1880.925455,137656,120337,365,945,119,826
USD,mogo marks perf arts sx 11,300x250,3088.255301,183241,124013,283,1252,128,1124
USD,mogo marks shakespeare sx,728x90,89.421779,6998,5738,6,13,1,12
USD,mogo marks ttd obx kitchen premium sink sx,300x250,129205.8017,26325989,20715148,13531,47042,4116,42926
USD,mogo marks xsl_ks0001 sx,120x600,2.766699,658,338,0,0,0,0
USD,sfoc stratford hqcat sx,728x90,112.642929,15504,14253,17,176,12,164
USD,ttd kids sx,320x50,1082.417104,629821,591633,505,470,123,347
USD,/All Apps/Google Play/Games/Casual,336x280,0.015094,4,4,1,0,0,0
USD,/All Apps/Google Play/Games/Racing,300x600,1.60477,186,174,5,0,0,0
USD,Android Top Selling Free News and Magazines,320x100,0.000058,1,1,0,0,0,0
USD,Android Top Selling Free Photography,336x280,0.001179,1,1,0,0,0,0
USD,mogo marks branding tier 1 sx xls37852,120x600,4.484801,696,545,0,0,0,0
USD,mogo marks kpi achievers sx,970x66,0.004991,1,0,0,0,0,0
USD,mogo sf local sx,300x250,1983.941227,418478,211886,212,734,112,622
USD,/All Apps/Apple App Store/Games/Arcade,300x50,0.004801,2,2,0,0,0,0
USD,Android Movers and Shakers,336x280,0.0046,2,1,0,0,0,0
USD,DCPA rt black sx,970x250,3.325426,80,65,1,1,1,0
USD,DO NOT USE Invite US Expandable Enabled Sites,970x90,6.259254,1205,1094,2,2,0,2
USD,Duxiana- Bad Site List(Allan) ,728x90,26.958973,20222,18042,7,0,0,0
USD,Pac Fox Atlanta EXCLUSION List,336x280,0.05761,25,23,0,0,0,0
USD,mogo marks bw-theatre sx,160x600,13.87757,2048,933,1,21,0,21
USD,mogo marks lal branding (All) platinum sx,336x280,6.155034,310,275,0,8,0,8
USD,provident shortlist ,300x100,0.379002,75,67,0,0,0,0
USD,ttd sports sx,468x60,0.209171,68,60,0,0,0,0
USD,/All Apps/Apple App Store/Business,728x90,201.6909,48835,43768,62,3,0,3
USD,Chicago T1 sites,300x600,25.503441,6022,4781,11,13,5,8
USD,DO NOT USE Invite December Brand Safe List,320x50,49354.32502,11951724,11085200,15356,20066,6308,13758
USD,DSM African American sx,728x90,0.842775,88,80,0,0,0,0
USD,Duxiana Broadcast blacklist,160x600,0.002501,7,7,0,0,0,0
USD,mogo marks classical music sx,300x600,19.946545,2130,1317,1,4,0,4
USD,mogo marks lal (purchase) silver sx,336x280,26.477167,2212,1920,0,16,0,16
USD,mogo marks native (sharethrough) unique us sx,728x90,12501.35291,2475656,2163583,978,6800,318,6482
USD,mogo marks natl cat-aff-im sx 3,250x250,1.273695,116,106,0,0,0,0
USD,mogo marks perf arts sx 6,300x250,3303.815017,205780,142017,303,1306,135,1171
USD,/All Apps/Apple App Store/Book,300x600,0.732179,33,22,0,0,0,0
USD,mogo education sx,970x90,10.016853,1053,989,2,3,0,3
USD,mogo marks high intenders sx,320x100,28.4181,13284,12263,13,40,4,36
USD,mogo marks video sx xsl44760 class b,970x250,1450.937124,387912,358932,455,539,120,419
USD,ttd finance sx,970x66,0.01929,4,1,0,0,0,0
USD,Android Top Selling Free Music and Audio,300x600,42.23598,2139,1893,54,12,11,1
USD,Channel of Top non-US Sites for Nielsen Video Ads - DO NOT EDIT,728x90,33463.55864,7153091,5933354,3357,14377,811,13566
USD,DO NOT USE Tier 2* (CHANNEL),240x400,0.037469,3,3,0,0,0,0
USD,mogo marks kpi achievers sx,336x280,2.242297,228,191,0,1,0,1
USD,mogo marks playbill sx x3e,160x600,66.514515,3547,3120,8,24,1,23
USD,mogo sports sx,970x90,79.118462,5482,4602,0,2,0,2
USD,ttd male sx,600x250,0.000272,1,0,0,0,0,0
USD,Belmont Sitelist v1,300x600,826.998629,90562,84862,216,448,180,268
USD,DO NOT USE Tier 1,300x250,80296.77336,15031527,11964228,9177,31358,2893,28465
USD,DO NOT USE Tier 3,250x250,28.513369,3416,2774,0,7,0,7
USD,Western Black sx,300x600,142.478768,23649,21716,7,554,4,550
USD,mogo marks branding comp rate gold video sx,970x66,0.088157,47,9,0,0,0,0
USD,ttd gaming sx,120x600,0.324049,141,107,0,0,0,0
USD,/All Apps/Google Play/Social,320x100,0.011328,14,11,0,0,0,0
USD,/All Apps/Google Play/Tools,300x50,8.663587,1250,1171,3,0,0,0
USD,DO NOT USE Tier 3 (2),468x60,0.529298,233,147,0,0,0,0
USD,Duxiana Broadcast blacklist,320x50,0.431365,481,439,1,0,0,0
USD,mogo marks lal (purchase) platinum sx,970x66,0.004991,1,0,0,0,0,0
USD,mogo marks natl cat-aff-im sx 3,300x600,3506.492333,322872,283695,311,1485,151,1334
USD,mogo marks sports sx,320x50,4598.428598,936728,850423,717,856,132,724
USD,BBB perf arts 5 black sx,728x90,0.728873,53,48,0,0,0,0
USD,DO NOT USE Mobile - MoPub - Games/Computer & Video Games/Music & Dance Games,728x90,16.245648,27832,27717,4,0,0,0
USD,mogo marks bw-theatre sx,728x90,0.029181,7,3,0,0,0,0
USD,ttd shopping sx,250x250,2.002656,129,116,1,1,0,1
USD,/All Apps/Apple App Store/Shopping,728x90,1.332335,767,712,0,0,0,0
USD,/All Apps/Google Play/Games/Trivia,300x50,2.423798,1104,1034,1,0,0,0
USD,BBB perf arts 5 black sx,320x50,71.401649,10989,10574,8,44,3,41
USD,DO NOT USE OAM FR,250x250,0.011688,4,4,0,0,0,0
USD,mogo marks branding max reach sx,320x51,0.837271,21,20,0,0,0,0
USD,mogo marks lal branding (All) gold sx,970x250,6508.305721,434508,361781,863,2233,400,1833
USD,mogo marks perf arts silver sx,320x50,2444.046344,408453,368294,343,1322,135,1187
USD,mogo marks perf arts silver sx,728x90,1601.384173,169492,131248,70,622,29,593
USD,mogo marks xsl_74205 sx ,336x280,13.616111,995,911,0,3,0,3
USD,ttd family parent sx,200x200,0.148017,10,10,0,1,0,1
USD,ttd sports sx,600x250,0.000272,1,0,0,0,0,0
USD,mogo marks expedia sx,300x250,4.519687,390,10,0,8,0,8
USD,mogo marks native sx xsl1045 class b,300x600,3477.828644,426227,360961,336,1359,88,1271
USD,mogo marks natl canada cat-aff-im sx,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks perf arts silver sx,970x66,0.004991,1,0,0,0,0,0
USD,mogo marks perf arts sx 6,320x50,1474.152637,110841,99753,170,882,77,805
USD,mogo marks ttd obx kitchen premium sink sx,320x50,78138.67855,20180728,18517073,22520,31510,8687,22823
USD,mogo marks xsl_800p sx,250x250,74.676117,9448,7803,3,11,0,11
USD,ttd education sx,970x250,281.384088,15660,12295,92,77,6,71
USD,/All Apps/Google Play/Education,300x50,1.017081,504,484,1,0,0,0
USD,/All Apps/Google Play/Finance,300x50,0.440622,125,119,0,1,0,1
USD,/All Apps/Google Play/Media & Video,320x50,10.741501,15848,15142,30,6,4,2
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,Unknown,5452.056295,162953,155927,839,110,0,110
USD,cmt perf arts black sx 7,300x250,0.000838,1,1,0,0,0,0
USD,mogo marks natl cat-aff-im sx,300x250,30099.56311,4235588,3245655,3612,10558,1181,9377
USD,mogo marks perf arts platinum sx,300x600,229.334939,17459,9507,22,74,16,58
USD,mogo marks sacramento sx,160x600,5.414743,399,334,0,1,0,1
USD,mogo t1 brand sx,728x90,19321.60021,3238232,2334072,2171,6842,483,6359
USD,/All Apps/Google Play,250x250,0.005227,1,1,0,0,0,0
USD,mogo marks natl elite cat-aff-im sx,300x100,0.153683,27,20,0,0,0,0
USD,mogo marks nyt sx,970x250,3522.006276,244183,202857,429,948,184,764
USD,mogo marks t1 brand sx trim,468x60,0.526249,258,178,0,0,0,0
USD,mogo marks ttd obx kitchen premium sink sx,728x90,59121.78202,11541304,9132164,5657,25404,1641,23763
USD,mogo marks video sx xsl44760 class c,300x250,82477.33427,17940018,14752275,9036,30729,2755,27974
USD,/All Apps/Google Play/Communication,300x250,802.616299,93468,83410,1235,550,490,60
USD,Stratford KPI sx,300x250,79.19497,8046,7289,3,101,6,95
USD,mogo marks branding tier 2 sx xls37852,970x90,156.162634,12343,10628,14,17,1,16
USD,mogo marks perf arts sx 11,320x50,1258.397953,89990,80826,153,731,69,662
USD,mogo marks playbill sx x3e,300x600,0.968013,122,36,0,1,0,1
USD,mogo marks san francisco sx,300x250,1659.636102,290974,166532,156,599,81,518
USD,mogo sf local sx,320x50,2292.117431,389892,354334,611,710,232,478
USD,ttd weather sx,300x50,9.115665,1085,1038,3,50,3,47
USD,Android Top Selling Free Tools,300x50,0.331912,80,76,0,0,0,0
USD,mogo marks agg sx xsl37589,320x51,0.837271,21,20,0,0,0,0
USD,mogo marks branding elite tier sx xls37852,300x250,9278.017905,1214434,951528,1342,3355,438,2917
USD,mogo marks hq100p sx,970x90,64.240927,5028,4264,7,8,0,8
USD,mogo marks native (sharethrough) unique can sx,120x600,0.023903,4,2,0,0,0,0
USD,mogo marks native high reach tail aggregate sx,300x250,96851.83255,19431576,15031535,11302,38908,3305,35603
USD,mogo marks perf arts gold sx,300x250,3816.056725,238608,168523,327,1546,147,1399
USD,mogo marks video branding medium reach tail aggregate sx,320x51,0.837271,21,20,0,0,0,0
USD,/All Apps/Apple App Store/Games/Word,300x50,5.640534,199,178,1,0,0,0
USD,/All Apps/Google Play/Social,300x250,143.277261,49225,41098,107,21,16,5
USD,ttd spanish sx,300x50,12.344274,2871,2675,0,18,0,18
USD,DO NOT USE Invite December Brand Safe List,970x66,0.624807,324,39,0,0,0,0
USD,Provident High CTR List ,970x250,30.428775,1375,1291,2,0,0,0
USD,RCU Blacklist Sites (CPA),320x50,0.12455,18,17,0,0,0,0
USD,mogo marks native (sharethrough) unique us sx,970x66,0.058052,196,3,0,0,0,0
USD,mogo marks perf arts platinum sx,250x250,0.120817,17,12,0,0,0,0
USD,mogo marks t1 brand kpi sx x8t,320x100,14.379168,1992,1666,6,8,3,5
USD,/All Apps/Apple App Store/Games/Educational,300x50,0.056491,29,28,0,0,0,0
USD,at atlanta sx,300x600,3.432542,364,325,0,1,0,1
USD,mogo marks broadway sx,250x250,0.019762,6,1,0,0,0,0
USD,mogo marks t1 brand sx trim,336x280,13.578731,1507,1338,0,1,0,1
USD,mogo marks travel sx,320x50,1015.358927,94832,87644,125,384,24,360
USD,mogo marks xsl_ks0001 sx,600x250,0.000272,1,0,0,0,0,0
USD,mogo marks xsl_ks20780 sx,200x200,4.505037,477,366,0,2,0,2
USD,ttd spanish sx,120x600,0.02779,49,36,0,0,0,0
USD,/All Apps/Apple App Store/Newsstand,728x90,329.543612,158418,136163,81,3,1,2
USD,/All Apps/Apple App Store/Reference,320x100,0.720124,350,276,0,0,0,0
USD,mogo black sx,970x250,91.072498,7134,5835,14,16,6,10
USD,mogo centro sx US (2014),320x100,28.335752,6515,5960,29,20,7,13
USD,mogo marks branding tier 2 sx xls37852,120x600,2.151582,283,229,0,0,0,0
USD,mogo marks branding tier 3 sx xls37852,300x50,539.252098,59437,56139,36,1712,40,1672
USD,mogo marks dallas sx,970x250,2.985984,159,129,0,0,0,0
USD,mogo marks native sx xsl1045 class b,250x250,10.49775,1376,1034,2,1,0,1
USD,mogo marks wine sx,970x90,0.318228,21,14,0,0,0,0
USD,mogo marks hq100p sx,120x600,0.498775,50,40,0,0,0,0
USD,mogo marks perf arts sx 6,160x600,1639.55136,97908,71424,75,550,31,519
USD,mogo marks perf arts sx 7,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks ttd obx kitchen premium sink sx,160x600,28322.99855,7175825,6350307,3144,11031,992,10039
USD,pac motorsports sx,728x90,4341.791947,538179,388460,222,1023,48,975
USD,/All Apps/Google Play/Libraries & Demo,320x50,0.018621,10,8,0,0,0,0
USD,/All Apps/Google Play/Sports,160x600,0.004284,1,1,0,0,0,0
USD,mogo CBS Interactive sx,970x66,0.23555,47,9,0,0,0,0
USD,mogo marks nyc sx,300x250,7181.713369,1044533,811415,1197,2175,379,1796
USD,mogo marks perf arts sx 2,160x600,1846.187976,119891,87489,86,598,35,563
USD,sfoc marks kpi sx (062018),300x600,177.34679,12113,11065,17,269,21,248
USD,ttd education sx,468x60,0.347125,116,80,0,0,0,0
USD,Android Top Selling Free Travel and Local,320x100,0.00483,14,13,0,0,0,0
USD,DO NOT USE,300x250,3.964091,113,108,1,0,0,0
USD,DO NOT USE OAM FR,320x100,0.00115,1,0,0,4,0,4
USD,Performing Arts Fort Worth black sx,728x90,0.020844,5,4,0,0,0,0
USD,Stratford Black RT SX,300x600,1.633644,212,186,0,0,0,0
USD,mogo marks branding comp rate silver video sx,200x200,2.333869,163,108,0,1,0,1
USD,mogo marks branding drhbx silver sx,200x200,1.238134,129,73,0,2,0,2
USD,mogo marks pav kpi hx,160x600,1309.519531,298351,252125,121,441,34,407
USD,zt local austin sx,300x600,3.271598,348,284,2,1,0,1
USD,/All Apps,300x50,337.775765,66953,63432,145,27,5,22
USD,/All Apps/Google Play/Lifestyle,320x50,62.383278,31634,30094,71,11,6,5
USD,DO NOT USE Mobile - MoPub - Arts & Entertainment,300x50,0.789918,346,342,0,0,0,0
USD,DO NOT USE Tier 3,320x100,209.88498,33510,31488,49,110,15,95
USD,DO NOT USE Tier 3* (CHANNEL) (2),300x50,62.015719,11579,10804,3,146,4,142
USD,mogo marks native medium reach tail aggregate sx,200x200,1.437393,103,85,0,1,0,1
USD,mogo marks video sx xsl44760 class a,728x90,1310.992291,412105,262284,857,599,58,541
USD,pac motorsports sx,160x600,25.576373,5090,4341,3,3,0,3
USD,ttd female sx,300x100,0.083267,9,1,0,0,0,0
USD,ttd shopping sx,320x100,2.490776,257,211,0,3,0,3
USD,Duxiana - Longtail Blacklist,728x90,37.079809,31910,29357,21,1,0,1
USD,mogo marks ballet sx,728x90,31.865554,5464,3918,5,13,3,10
USD,mogo marks high intenders sx,300x600,1353.781855,103108,88141,125,635,68,567
USD,mogo marks lal (purchase) gold sx,336x280,17.578606,1373,1234,0,10,0,10
USD,pac canada sports sx,320x100,4.158211,432,400,2,9,0,9
USD,sfoc 2018 marks stratford premium sx,300x250,1695.198502,382427,351623,218,2697,192,2505
USD,ttd food sx,160x600,491.630144,45758,39606,25,292,5,287
USD,/All Apps/Apple App Store/Games/Action,300x600,2.873515,223,159,10,0,0,0
USD,/All Apps/Apple App Store/Games/Card,320x50,106.282691,75344,72523,164,3,3,0
USD,Android Top Selling Free News and Magazines,300x600,99.489003,3979,3887,22,8,3,5
USD,DO NOT USE Tier 1,200x200,0.534743,76,32,0,1,0,1
USD,DO NOT USE fgu test public channel,300x50,0.006124,3,2,0,0,0,0
USD,Portland Center Stage Perf Arts 5 black sx,300x600,0.119455,11,10,1,0,0,0
USD,SP News Black sx,728x90,82.426161,15734,13237,12,87,9,78
USD,gostanford.com,970x90,0.041589,1,1,0,0,0,0
USD,mogo marks los angeles sx,300x250,342.583919,62703,49386,43,52,10,42
USD,mogo marks wedding sx,160x600,1.438068,129,89,0,1,0,1
USD,mogo marks branding tier 2 sx xls37852,160x600,10598.6872,1842274,1660133,1022,4606,284,4322
USD,mogo marks perf arts sx 2,300x600,491.188872,44114,28758,47,161,30,131
USD,mogo marks perf arts sx 5 rx1,468x60,0.011632,4,2,0,0,0,0
USD,mogo marks playbill 5 sx x9z,300x50,0.008855,11,9,0,0,0,0
USD,/All Apps/Google Play/Games/Casual,970x250,0.00667,2,2,0,0,0,0
USD,/All Apps/Google Play/Games/Music,320x50,4.617849,2084,1991,16,0,0,0
USD,/All Apps/Google Play/Travel & Local,300x250,7.444909,760,541,2,4,2,2
USD,Mogo DBM select video sx,160x600,397.315971,52111,46037,26,175,3,172
USD,dbm native sx (adx),300x250,34336.43169,7404122,6163209,3698,10349,1006,9343
USD,mogo marks branding comp rate gold video sx,300x100,0.003136,1,1,0,0,0,0
USD,mogo marks branding drhbx gold sx,320x51,0.8361,20,19,0,0,0,0
USD,mogo marks perf arts sx 5 epx1,970x90,1.35234,118,101,0,2,0,2
USD,ttd entertainment sx,120x600,0.021752,3,2,0,0,0,0
USD,ttd gaming sx,250x250,4.263734,407,333,0,2,0,2
USD,/All Apps/Apple App Store,250x250,0.007318,1,1,0,0,0,0
USD,/All Apps/Apple App Store/Education,300x250,0.185512,101,76,2,0,0,0
USD,DO NOT USE Tier 3* (CHANNEL),120x600,5.586385,1298,923,1,0,0,0
USD,Performing Arts Fort Worth Perf Arts 5 black sx,160x600,0.09516,22,20,0,0,0,0
USD,finn dallas native sx,320x50,1567.230549,165493,151537,288,922,125,797
USD,magic theatre top performing sx,728x90,22.080463,6485,3500,1,10,1,9
USD,mogo education sx,970x66,0.013239,5,2,0,0,0,0
USD,mogo marks disney sx,336x280,0.336577,38,28,0,0,0,0
USD,t1 brand black sx,320x50,0.825358,105,95,0,0,0,0
USD,ttd shopping sx,970x90,25.455934,1188,1024,3,0,0,0
USD,/All Apps/Google Play/Productivity,160x600,0.014461,3,2,0,0,0,0
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,468x60,17.010941,6870,4656,1,4,0,4
USD,Channel of Top non-US Sites for Nielsen Video Ads - DO NOT EDIT,320x51,0.837271,21,20,0,0,0,0
USD,DO NOT USE Tier 3 (2),200x200,1.553116,44,29,0,0,0,0
USD,mogo financial services kpi sx,336x280,0.886246,21,20,0,0,0,0
USD,mogo marks hq100p sx,160x600,16024.88407,3576818,3162905,1586,4894,569,4325
USD,mogo marks lal (purchase) silver sx,970x250,9228.97329,993061,866263,1600,3462,645,2817
USD,mogo marks natl canada cat-aff-im sx,300x250,13261.25599,1833200,1465510,1907,5469,687,4782
USD,mogo marks video branding max reach tail aggregate sx,320x100,335.926495,55694,51615,96,171,26,145
USD,mogo marks wine sx,728x90,125.818408,15676,13129,3,74,3,71
USD,/All Apps/Apple App Store/Games/Arcade,300x600,1.272991,98,83,4,0,0,0
USD,/All Apps/Apple App Store/Photo & Video,300x250,4.396812,2022,1844,2,0,0,0
USD,Channel of Top Global Sites for Nielsen Display Ads - DO NOT EDIT,240x400,0.229141,21,13,0,0,0,0
USD,Seattle Local sx,728x90,16.961959,8456,7308,4,1,0,1
USD,mogo marks denver sx,200x200,0.017062,3,3,0,0,0,0
USD,mogo marks natl cat-aff-im sx,336x280,11.769526,877,798,0,2,0,2
USD,mogo marks perf arts gold sx,336x280,0.888875,35,27,0,2,0,2
USD,ttd food sx,300x600,2140.842918,164287,149270,158,1117,56,1061
USD,/All Apps/Apple App Store/Newsstand/Regional News,300x250,666.866091,235630,199637,260,12,5,7
USD,DO NOT USE Tier 1* (CHANNEL),120x600,2.887532,540,446,0,0,0,0
USD,DO NOT USE Tier 3* (CHANNEL) (2),200x200,1.553116,44,29,0,0,0,0
USD,Lynn Undergrad,728x90,228.673709,81511,76389,30,124,18,106
USD,mogo marks nyc sx,320x50,4203.983984,676017,636596,2202,939,551,388
USD,mogo marks xsl_74205 sx ,970x250,5464.590162,729549,644977,1005,2089,443,1646
USD,/All Apps/Google Play/Business,300x250,4.127825,387,332,1,0,0,0
USD,DO NOT USE Invite US Expandable Enabled Sites,336x280,0.844569,253,198,0,0,0,0
USD,dbm video sx,200x200,0.282192,18,18,0,1,0,1
USD,maryland-dc sx,300x250,553.005393,180186,142206,153,83,58,25
USD,mogo marks branding drhbx gold sx,120x600,1.459994,125,101,0,0,0,0
USD,mogo marks branding max reach sx,250x250,105.47445,13535,11110,5,20,0,20
USD,mogo marks perf arts silver sx,300x50,14.98486,2733,2639,1,24,0,24
USD,ttd weather sx,160x600,26.085096,3552,2989,1,8,0,8
USD,DO NOT USE,320x50,3.279294,146,140,1,0,0,0
USD,Top Performing Sites,160x600,1530.153493,624629,524584,161,176,37,139
USD,mogo marks kpi achievers sx,970x250,4257.796636,281671,230123,551,1263,270,993
USD,mogo marks native sx xsl1045 class c,200x200,0.747445,47,39,0,0,0,0
USD,mogo marks perf arts sx 5 rx1,160x600,1848.609775,118904,85872,86,607,34,573
USD,mogo marks xsl_ks0001 sx,970x66,1.146605,504,156,0,0,0,0
USD,ocfta local madison sx,728x90,56.603572,3201,2994,2,29,0,29
USD,sfoc pslx 2018 sx (Jun_2018),300x600,1378.673499,231345,215046,229,1796,201,1595
USD,ttd health wellness sx,250x250,6.080917,533,424,0,1,0,1
USD,/All Apps/Google Play/Finance,160x600,0.003306,4,4,0,0,0,0
USD,/All Apps/Google Play/Games/Adventure,300x600,0.193373,28,27,0,0,0,0
USD,Channel of Top non-US Sites for Nielsen Video Ads - DO NOT EDIT,300x50,1010.27713,236210,225011,109,2518,77,2441
USD,DO NOT USE Spanish Language Sites,970x250,0.864847,145,121,0,0,0,0
USD,Fan Extender IMG/Sidearm Blacklist,970x90,0.046335,3,3,0,0,0,0
USD,mogo cult soph sx,970x90,38.702353,3210,2787,5,6,1,5
USD,mogo education sx,336x280,1.05197,221,194,0,0,0,0
USD,mogo marks los angeles sx,320x50,309.158854,74371,66749,106,85,35,50
USD,mogo marks pav kpi sx 2,160x600,2869.364256,315576,261267,134,804,42,762
USD,nancy sitelist (Advertiser Level),300x250,8.244034,115,106,0,0,0,0
USD,sfoc pslx 2019 sx (Mar_2019),160x600,526.883325,188666,175261,125,567,78,489
USD,ttd spanish sx,728x90,338.227052,171772,153623,43,162,19,143
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,900x90,0.015264,14,8,0,0,0,0
USD,mogo marks chicago sx,320x100,1.936053,522,485,0,0,0,0
USD,mogo music sx,336x280,0.057682,5,4,0,0,0,0
USD,/All Apps/Apple App Store/Newsstand/Regional News,300x600,104.242455,22038,16700,68,1,0,1
USD,Channel of Top US Sites for Nielsen Video Ads - DO NOT EDIT,200x200,5.647436,537,387,0,1,0,1
USD,Channel of Top non-US Sites for Nielsen Display Ads - DO NOT EDIT,160x600,29458.20309,7401047,6554824,3497,16540,1089,15451
USD,DO NOT USE Tier 1,300x100,1.8676,390,341,1,0,0,0
USD,mogo marks natl cat-aff-im sx 2,468x60,0.006997,3,1,0,0,0,0
USD,ocfta local madison sx,320x50,21.391222,2738,2618,5,31,0,31
