Advertiser Currency,Channel,Creative Size,Revenue (Adv Currency),Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions
USD,ttd male sx,300x50,101.411671,30452,28985,8,202,8,194
USD,/All Apps/Apple App Store/Book,320x100,0.001679,7,7,0,0,0,0
USD,/All Apps/Apple App Store/Games/Educational,728x90,7.907262,3184,3129,15,3,3,0
USD,DO NOT USE Mobile - MoPub - Games/Computer & Video Games/Music & Dance Games,300x50,0.01878,12,12,0,0,0,0
USD,Lynn Undergrad,320x50,394.833404,207649,199165,67,88,25,63
USD,arizona opera top converters sx,300x250,221.208121,47316,44278,26,76,24,52
USD,mogo lydia peacecenter test,160x600,15468.24588,3914409,3486869,1726,4957,580,4377
USD,mogo marks agg sx xsl37589,468x60,13.667701,4545,3152,0,2,0,2
USD,mogo marks branding drhbx platinum sx,468x60,0.15476,59,55,0,0,0,0
USD,mogo marks branding tier 1 sx xls37852,970x66,0.846179,280,149,0,0,0,0
USD,mogo marks chicago sx,970x250,81.683951,9107,7206,9,33,1,32
USD,mogo marks houston sx,300x250,415.895865,79634,63766,57,78,4,74
USD,mogo marks natl cat-aff-im sx 3,300x100,0.153683,27,20,0,0,0,0
USD,mogo marks pav kpi hx,336x280,0.242653,28,22,0,1,0,1
USD,mogo marks video branding medium reach tail aggregate sx,468x60,6.00143,1634,1129,0,0,0,0
USD,mogo marks xsl_74205 (4p dims) sx ,160x600,4397.513482,1027945,913436,410,1838,111,1727
USD,/All Apps/Apple App Store/Shopping,300x50,0.12443,22,21,0,0,0,0
USD,/All Apps/Google Play/Business,300x600,0.633998,29,26,0,0,0,0
USD,DO_NOT_USE Bid Manager reportable sites channel (Soon to be deprecated and please exclude channel: Non-reportable sites and apps),200x200,5.321208,693,529,0,2,0,2
USD,Lynn General,300x250,1272.495221,274753,257556,103,675,70,605
USD,mogo black sx,336x280,2.195217,938,827,0,1,0,1
USD,mogo marks branding tier 3 sx xls37852,728x90,16699.09426,2134548,1458888,1106,6866,358,6508
USD,nancy sitelist (Advertiser Level),300x600,11.730886,179,165,0,0,0,0
USD,ttd entertainment sx,970x90,42.111373,4454,3865,4,6,0,6
USD,ttd music sx,468x60,0.032221,36,31,0,0,0,0
USD,/All Apps/Apple App Store/Games/Family,300x250,1.352977,102,84,1,0,0,0
USD,/All Apps/Apple App Store/Games/Word,728x90,115.350016,42755,41427,155,6,6,0
USD,Mogo DBM premium video sx,320x100,18.701282,4903,4389,24,25,7,18
USD,fgu test public channel,160x600,139.19825,21393,10431,9,52,2,50
USD,kid safe sx,468x60,0.189609,100,70,0,0,0,0
USD,mogo marks philadelphia sx,300x250,39.024357,3927,2849,4,11,3,8
USD,Android Top Selling Free Tools,160x600,0.575453,84,76,0,0,0,0
USD,Mercury Theater Chicago sx,160x600,111.245696,20171,17848,18,23,14,9
USD,maryland-dc sx,300x600,36.303157,6705,5268,7,3,2,1
USD,ttd spanish sx,320x50,822.881519,431090,400075,376,369,81,288
USD,zt perf arts black sx 5,300x250,0.486154,117,77,0,4,0,4
USD,African American Interests sx,728x90,0.066068,8,8,0,0,0,0
USD,Mogo DBM premium video sx,200x200,0.282192,18,18,0,1,0,1
USD,Nashville Symphony black list all adgroups,300x600,24.135243,1746,1524,2,64,6,58
USD,mogo marks branding comp rate silver video sx,160x600,12933.41876,3848994,3452902,1636,5358,442,4916
USD,mogo marks perf arts silver sx,970x90,1.428712,74,39,0,0,0,0
USD,mogo marks perf arts sx 7,468x60,0.004844,2,0,0,0,0,0
USD,mogo sf local sx,200x200,0.014558,2,1,0,0,0,0
USD,/All Apps/Google Play/Communication,300x50,1.795208,366,346,0,0,0,0
USD,/All Apps/Google Play/Games,728x90,75.901428,78675,76418,121,15,14,1
USD,PAC Singapore Rugby sx,300x600,1.134531,38,32,0,0,0,0
USD,Performing Arts Fort Worth Test List,300x600,51.324615,6286,5553,5,16,0,16
USD,co top 41 converting,300x250,43.021365,6042,4685,2,12,0,12
USD,kid safe sx,160x600,3316.209706,1340905,1236379,271,904,97,807
USD,mogo marks coupon sx,970x250,0.023593,11,0,0,0,0,0
USD,mogo marks outbound kpi sx x1a,320x100,9.838465,666,493,1,4,0,4
USD,mogo marks perf arts sx 6,200x200,0.03082,2,1,0,0,0,0
USD,mogo marks xsl_74205 (4p dims) sx ,728x90,7708.501827,833252,603111,319,2756,134,2622
USD,mogo perf arts sx,970x250,3822.856008,262224,216901,488,1120,252,868
USD,/All Apps/Google Play/Games/Strategy,300x600,0.94852,29,29,0,0,0,0
USD,DCPA video local sx,320x50,147.570929,36551,32547,34,72,0,72
USD,DO NOT USE Mobile - MoPub - Computers & Electronics/Software/Business & Productivity Software,320x50,0.71484,596,582,1,0,0,0
USD,DO NOT USE OAM UK,320x100,1.10712,133,127,1,1,1,0
USD,Pac Fox Atlanta EXCLUSION List,300x250,969.720422,222097,180987,99,217,21,196
USD,dbm native sx (adx),336x280,13.920471,1372,1229,0,2,0,2
USD,iab aff-im black sx,300x600,17.820651,877,825,1,0,0,0
USD,mogo marks agg sx xsl37589,160x600,47224.7442,12455570,11014968,5358,23913,1689,22224
USD,mogo marks lal branding (All) silver sx,970x250,8700.327149,685838,574650,1256,3105,550,2555
USD,mogo marks san francisco sx,300x50,36.179499,4234,3911,2,39,0,39
USD,/All Apps/Google Play/Games/Casual,300x250,24.176817,5529,5314,44,6,6,0
USD,Android Top Selling Free Weather,970x250,0.040221,5,5,0,0,0,0
USD,mogo marks xsl_ks20780 sx,468x60,10.249627,3304,2168,0,1,0,1
USD,/All Apps/Google Play/Games/Board,300x250,7.666487,751,654,13,2,2,0
USD,fgu test public channel,728x90,3262.170671,376546,238788,211,772,50,722
USD,mogo marks branding elite tier sx xls37852,300x50,32.341183,2198,2082,3,61,1,60
USD,mogo marks natl canada cat-aff-im sx,336x280,0.911934,48,35,0,1,0,1
USD,mogo marks natl cat-aff-im sx 2,160x600,2905.285713,329945,269980,152,1000,50,950
USD,mogo marks perf arts sx 11,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks video sx xsl44760 class c,300x50,667.228268,112790,107181,55,1750,29,1721
USD,mogo marks xsl_74205 (2p dims) sx ,320x100,25.496135,6756,6301,10,18,3,15
USD,mogo marks xsl_800p sx,240x400,0.064794,6,4,0,0,0,0
USD,pac canada sports sx,300x100,0.050601,12,10,0,0,0,0
USD,/All Apps/Google Play/Productivity,300x250,8.566551,518,316,2,1,0,1
USD,DO NOT USE Spanish Language Sites,300x50,10.207658,2884,2743,1,14,0,14
USD,DO NOT USE Tier 2,320x51,0.8361,20,19,0,0,0,0
USD,DO NOT USE Tier 2* (CHANNEL),336x280,9.016891,1450,1242,1,7,0,7
USD,mogo cult soph sx,320x100,18.851089,5529,5013,24,23,8,15
USD,mogo education sx,320x50,2262.429389,1184079,1114720,762,1076,195,881
USD,mogo marks bay area sx,300x250,1850.21205,323501,187356,169,679,88,591
USD,mogo marks bwwpb sx,250x250,0.009307,5,0,0,0,0,0
USD,mogo marks hq100p sx,300x250,63349.76148,12303546,9867863,7023,23505,2215,21290
USD,mogo marks kpi achievers sx,300x50,6.651033,578,531,0,17,0,17
USD,mogo marks lal branding (All) gold sx,300x600,17698.15754,1233943,1069212,1578,9457,614,8843
USD,mogo marks visual arts sx,300x250,8.185477,12402,6098,5,6,0,6
USD,DO NOT USE All Google Anonymous,300x600,0.136566,14,12,0,0,0,0
USD,DO NOT USE AppNexus - Collective Media,250x250,16.179684,1643,1385,0,1,0,1
USD,DO NOT USE Tier 1* (CHANNEL),300x100,1.8676,390,341,1,0,0,0
USD,Portland Center Stage KPI sx,300x600,0.655734,123,102,0,0,0,0
USD,mogo marks perf arts sx 7,970x250,224.477326,12818,7319,26,139,62,77
USD,ttd gaming sx,468x60,0.418629,212,118,0,0,0,0
USD,/All Apps/Apple App Store/Food & Drink,320x50,41.070678,13303,12569,15,0,0,0
USD,DO NOT USE Spanish Language Sites,120x600,0.000711,1,0,0,0,0,0
USD,Mogo DBM select video sx,300x600,1966.66532,221386,205996,108,1031,45,986
USD,Provident High CTR List ,728x90,94.258709,8627,8060,4,0,0,0
USD,mogo biz-fi sx,250x250,1.102715,93,85,0,1,0,1
USD,mogo marks branding tier 2 sx xls37852,300x250,70985.18752,10680874,8090129,7511,29981,2555,27426
USD,mogo marks cincinnati sx,300x50,1.066985,191,178,1,1,0,1
USD,mogo marks xsl66781 sx,300x250,32174.60692,5355169,4237085,3648,12017,1135,10882
USD,mogo music sx,320x50,542.019034,103557,94615,67,351,46,305
USD,ttd education sx,160x600,3513.411268,827806,739272,517,2594,131,2463
USD,ttd shopping sx,200x200,0.209768,18,15,0,0,0,0
USD,/All Apps/Apple App Store/Games/Arcade,160x600,0.010459,1,1,0,0,0,0
USD,DO NOT USE Invite US Expandable Enabled Sites,320x50,2001.75813,784328,711132,732,919,200,719
USD,Lynn Grad,336x280,0.06831,8,8,0,0,0,0
USD,Performing Arts Fort Worth Perf Arts 5 black sx,300x250,4.483568,810,692,1,3,0,3
USD,bbb kpi sx (2019),320x50,195.128284,27724,26257,8,167,6,161
USD,mogo black sx,728x90,2709.029459,890385,830346,334,1026,77,949
USD,mogo lydia peacecenter test,240x400,0.02323,5,1,0,0,0,0
USD,mogo marks dallas sx,728x90,225.201787,51107,43999,12,184,5,179
USD,mogo marks native standard reach (no) tail aggregate sx,300x250,72634.6348,14495962,11377839,8175,29999,2412,27587
USD,mogo marks xsl_ks0001 sx,900x90,0.001275,1,1,0,0,0,0
USD,mogo marks xsl_ks20780 sx,970x250,11144.07189,1402250,1218111,2020,3823,748,3075
USD,Android Top Selling Free Business,300x250,2.324346,323,285,5,0,0,0
USD,mogo canada t1 sx,320x100,66.173274,8970,8510,15,14,10,4
USD,mogo marks branding tier 1 sx xls37852,160x600,32665.73343,9133691,8089323,3523,16084,1243,14841
USD,sfoc 2018 marks stratford premium sx,300x600,1260.134978,212555,198063,206,1611,184,1427
USD,ttd family parent sx,300x600,356.471312,56650,49114,33,161,4,157
USD,Channel of Top US Sites for Nielsen Video Ads - DO NOT EDIT,320x51,0.837271,21,20,0,0,0,0
USD,DO NOT USE Tier 1,970x250,8197.504915,958368,840311,1457,2840,550,2290
USD,Pac Private Events/Wedding sx,300x250,253.76333,23618,16933,19,107,6,101
USD,dbm native sx (adx),468x60,0.251354,49,46,0,0,0,0
USD,mogo marks bay area sx,250x250,0.206981,18,15,0,0,0,0
USD,mogo marks branding tier 2 sx xls37852,250x250,18.200883,1852,1533,3,4,0,4
USD,mogo marks perf arts sx 5 epx1,728x90,2308.095232,233555,169992,112,617,40,577
USD,mogo marks video branding medium reach tail aggregate sx,320x50,83664.29251,23186109,21551389,25246,33038,9227,23811
USD,sfoc cix sx,320x50,8.288867,1699,1637,0,15,0,15
USD,ttd entertainment sx,300x100,0.153579,28,27,0,0,0,0
USD,ttd female sx,468x60,0.070516,12,11,0,0,0,0
USD,ttd music sx,320x50,1908.268558,560533,512785,861,611,264,347
USD,/All Apps/Apple App Store/News,300x250,3044.153274,930037,802914,1173,44,25,19
USD,/All Apps/Apple App Store/Weather,300x50,13.968604,2714,2585,11,0,0,0
USD,kid safe sx,320x50,10920.40545,2107413,1949756,3622,3764,947,2817
USD,mogo marks hq100p sx,250x250,22.671561,2851,2306,0,3,0,3
USD,mogo marks natl cat-aff-im sx 2,728x90,8925.761372,1125915,780542,409,3380,155,3225
USD,mogo marks t1 brand kpi sx x8t,160x600,1639.623666,110097,82080,67,467,23,444
USD,mogo marks xsl_74205 sx ,300x250,39559.62947,7526371,6091161,5121,15696,1539,14157
USD,sfoc mogo youtube sx,Unknown,344.94229,10416,9928,11,1,0,1
USD,Diablo DVC Shortlist (Advertiser Level),300x50,516.378251,72622,68277,28,3592,54,3538
USD,Duxiana - Underperformance Blacklist,320x50,720.850242,335901,309970,273,15,9,6
USD,mogo marks natl canada cat-aff-im sx,468x60,0.004844,2,0,0,0,0,0
USD,mogo marks wine sx,300x600,13.864928,1522,1229,1,8,0,8
USD,mogo marks xsl66781 sx,250x250,14.259511,2405,2035,0,1,0,1
USD,mogo marks xsl_800p sx,300x50,2053.487298,363573,342614,163,6034,134,5900
USD,/All Apps/Apple App Store/Lifestyle,320x50,825.051111,275100,251255,491,16,3,13
USD,Channel of Top Global Sites for Nielsen Video Ads - DO NOT EDIT,320x100,273.959486,47598,44180,67,141,22,119
USD,Mogo DBM basic video sx,320x100,5.681034,638,582,2,1,1,0
USD,mogo marks agg sx xsl37589,320x50,112359.5887,30639160,28205320,32663,44857,11254,33603
USD,mogo marks native medium reach tail aggregate sx,970x250,8921.459755,1188165,1040211,1672,3420,604,2816
USD,mogo marks natl cat-aff-im sx 3,200x200,0.014553,1,0,0,0,0,0
USD,mogo marks opera sx,300x250,9.339769,530,476,2,8,1,7
USD,mogo marks pav kpi sx 3,970x90,18.824969,1325,1146,1,3,0,3
USD,mogo marks perf arts branding high reach sx,320x100,10.981434,932,703,0,16,0,16
USD,mogo marks video branding max reach tail aggregate sx,120x600,5.138338,1141,902,0,0,0,0
USD,mogo marks video sx xsl44760 class a,320x50,216.089711,67927,56930,36,149,18,131
USD,ttd travel sx,970x90,15.045133,636,541,4,1,0,1
USD,/All Apps/Google Play,300x50,259.369888,49940,47305,101,25,5,20
USD,DO NOT USE Mobile - MoPub - Online Communities,300x250,13.057101,4218,3857,12,1,1,0
USD,DO_NOT_USE Bid Manager reportable sites channel (Soon to be deprecated and please exclude channel: Non-reportable sites and apps),320x51,0.837271,21,20,0,0,0,0
USD,NYPR whitelist sx (Advertiser Level),300x250,38.91643,865,812,1,4,0,4
USD,Performing Arts Fort Worth sx,320x50,332.843313,144222,137414,108,242,73,169
USD,mogo marks branding comp rate silver video sx,970x250,6488.934142,869906,762448,1223,2071,396,1675
USD,mogo marks branding drhbx silver sx,970x250,8993.400092,786501,663427,1482,3325,657,2668
USD,mogo marks dallas sx,160x600,2.535693,373,198,0,4,0,4
USD,mogo marks natl cat-aff-im sx 2,320x50,12418.09418,2354239,2207434,4197,4244,1244,3000
USD,ttd auto sx,320x100,0.748086,165,133,0,0,0,0
USD,/All Apps/Apple App Store/Games/Card,160x600,155.400787,3122,3003,539,14,14,0
USD,Android Top Selling Free Music and Audio,320x100,0.021951,32,26,0,0,0,0
USD,DO NOT USE Tier 1* (CHANNEL),970x90,151.990683,10812,9161,9,10,1,9
USD,Duxiana - KPI sx,300x600,964.001188,83235,74801,131,27,7,20
USD,Duxiana - Underperformance Blacklist,160x600,51.212004,55582,48257,39,6,0,6
USD,mogo education sx,468x60,0.087466,42,33,0,0,0,0
USD,mogo marks branding max reach sx,300x600,54365.25119,6624870,5471945,5996,25649,2238,23411
USD,mogo marks jazz & blues sx,160x600,19.084483,3365,3137,0,5,0,5
USD,mogo marks pav kpi sx 3,300x50,36.510358,4204,4044,8,112,5,107
USD,mogo marks perf arts sx 5 rx1,728x90,2685.85484,264306,191237,124,770,44,726
USD,mogo marks xsl_ks0001 sx,336x280,35.850431,4460,3878,0,10,0,10
USD,mogo sports sx,336x280,1.990055,191,150,0,0,0,0
USD,sfoc pslx 2019 sx (Mar_2019),320x50,2987.805131,1162634,1109272,1200,5130,736,4394
USD,ttd travel sx,300x50,11.646604,3158,2964,0,22,0,22
USD,/All Apps/Google Play/Games/Educational,300x600,0.194839,11,10,1,0,0,0
USD,DO NOT USE Invite US Expandable Enabled Sites,468x60,0.008634,1,1,0,0,0,0
USD,Pac Fox Atlanta EXCLUSION List,320x51,0.001171,1,1,0,0,0,0
USD,RCU KPI Sitelist 1 (CPA),320x50,318.263939,22303,21162,11,69,0,69
USD,Stratford KPI revised,300x600,202.10611,21283,19516,31,336,35,301
USD,Top Performing Sites,320x50,600.896117,604716,512204,262,173,88,85
USD,mogo marks branding tier 1 sx xls37852,336x280,29.362038,3140,2721,0,9,0,9
USD,mogo marks perf arts sx 5 rx1,320x50,2363.816026,289388,243189,256,1209,113,1096
USD,mogo marks ticketing sx,336x280,0.066358,3,3,0,1,0,1
USD,mogo marks lal (purchase) silver sx,320x51,0.8361,20,19,0,0,0,0
USD,mogo marks lal branding (All) platinum sx,320x51,0.8361,20,19,0,0,0,0
USD,mogo marks xsl_74205 (4p dims) sx ,320x100,8.765242,445,292,0,4,0,4
USD,provident shortlist ,320x50,59797.81642,15438295,14253956,18233,22365,6999,15366
USD,ttd gaming sx,970x66,0.013193,32,2,0,0,0,0
USD,ttd health wellness sx,300x600,601.363514,36998,32324,47,296,11,285
USD,ttd news sx,300x250,46779.53023,9674096,7585370,5376,13436,1610,11826
USD,ttd shopping sx,300x100,0.007841,1,1,0,0,0,0
USD,/All Apps/Apple App Store/Utilities,300x50,7.276569,2707,2564,6,0,0,0
USD,/All Apps/Google Play/Finance,728x90,1.531123,357,328,0,0,0,0
USD,DCPA video local sx,970x250,2.865915,112,84,2,2,2,0
USD,mogo marks branding comp rate gold video sx,200x200,0.628575,93,90,0,0,0,0
USD,mogo marks pav kpi sx 2,728x90,7761.120998,790810,564806,315,2369,124,2245
USD,mogo music sx,468x60,0.031694,35,30,0,0,0,0
USD,sfoc pslx 2019 sx (Mar_2019),728x90,1913.663399,468934,434240,276,3407,217,3190
USD,/All Apps/Apple App Store/Games/Board,300x600,941.452904,37222,31368,3037,505,469,36
USD,/All Apps/Google Play/Lifestyle,160x600,0.111733,4,4,0,0,0,0
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,320x50,121047.2843,36310343,33582576,35595,43886,11552,32334
USD,DO NOT USE Mobile - MoPub - Arts & Entertainment/Entertainment Industry/Recording Industry,300x50,0.01878,12,12,0,0,0,0
USD,DO NOT USE Tier 2,200x200,0.254058,96,46,0,0,0,0
USD,mogo marks disney sx,160x600,10.076811,1039,797,0,2,0,2
USD,mogo marks video sx xsl44760 class b,250x250,14.029478,2067,1610,0,4,0,4
USD,ttd weather sx,728x90,930.513251,109076,70786,68,246,29,217
USD,Fan Extender IMG/Sidearm Blacklist,300x250,0.63831,85,45,0,0,0,0
USD,dso kpi audx sx,970x250,13.19794,641,597,0,24,0,24
USD,mogo cult soph sx,300x250,25794.38508,4541563,3418397,3114,8486,924,7562
USD,ttd travel sx,728x90,3198.558041,287403,194354,356,1124,53,1071
USD,BR Native sx,970x250,260.035476,12279,10908,24,54,5,49
USD,GG KPI sx,970x250,0.260044,6,6,1,1,1,0
USD,mogo marks xsl_ks20780 sx,300x600,48702.541,5930297,4904247,5313,22991,2040,20951
USD,/All Apps/Apple App Store/Utilities,970x250,0.119456,2,1,0,0,0,0
USD,/All Apps/Google Play/Communication,320x100,0.00138,5,4,0,0,0,0
USD,/All Apps/Google Play/Shopping,300x600,0.639486,9,8,0,0,0,0
USD,Android Top Selling Free Books and Reference,300x600,31.314769,996,919,21,14,13,1
USD,DO NOT USE AppNexus - Collective Media,200x200,0.584472,105,56,0,1,0,1
USD,DO_NOT_USE Bid Manager reportable sites channel (Soon to be deprecated and please exclude channel: Non-reportable sites and apps),300x100,3.43375,663,589,1,0,0,0
USD,PAC Singapore Rugby sx,320x50,13.222394,1616,1284,0,5,0,5
USD,Performing Arts Fort Worth Test List,320x50,51.712352,9758,6668,9,32,9,23
USD,dbm native sx (adx),250x250,11.464514,1654,1258,0,1,0,1
USD,iab aff-im black sx,320x50,28.034575,1571,1460,2,1,0,1
USD,mogo marks native sx xsl1045 class c,300x100,0.280298,47,36,0,0,0,0
USD,mogo marks perf arts sx 5 rx1,336x280,0.997377,39,31,0,2,0,2
USD,mogo marks perf arts sx 7,300x600,190.97991,17875,10094,11,66,3,63
USD,mogo marks phoenix sx,300x250,466.556034,174358,64281,148,165,60,105
USD,/All Apps/Google Play/Games/Board,728x90,3.947125,5102,5070,6,1,1,0
USD,/All Apps/Google Play/Music & Audio,320x100,0.003594,6,6,0,0,0,0
USD,Channel of Top US Sites for Nielsen Video Ads - DO NOT EDIT,300x100,3.912375,794,709,1,0,0,0
USD,DO NOT USE Tier 1,970x90,151.990683,10812,9161,9,10,1,9
USD,mogo marks natl canada cat-aff-im sx,250x250,0.028548,12,6,0,0,0,0
USD,ttd weather sx,336x280,1.207284,60,55,0,0,0,0
USD,/All Apps/Apple App Store/Games/Adventure,300x250,0.056235,3,3,1,0,0,0
USD,/All Apps/Google Play/Education,336x280,0.003019,2,2,0,0,0,0
USD,/All Apps/Google Play/Finance,336x280,0.006038,3,3,0,0,0,0
USD,/All Apps/Google Play/Games/Strategy,320x50,1.475126,2075,2029,11,1,1,0
USD,Performing Arts Fort Worth Test List,728x90,32.510684,3348,2224,1,27,0,27
USD,gostanford.com,728x90,0.079309,2,2,0,1,0,1
USD,magic theatre top performing sx,160x600,20.573379,4494,3478,0,10,0,10
USD,mogo marks broadway sx,200x200,0.03082,2,1,0,0,0,0
USD,mogo marks natl cat-aff-im sx 3,970x90,20.713826,1586,1373,2,3,0,3
USD,mogo marks pav kpi sx 2,336x280,11.769526,877,798,0,2,0,2
USD,mogo marks perf arts platinum sx,200x200,0.018275,2,1,0,0,0,0
USD,mogo marks t1 brand kpi sx x8t,300x250,31213.42625,5630505,4712837,3566,9797,1080,8717
USD,/All Apps/Apple App Store/Games/Dice,300x50,0.042033,15,15,0,0,0,0
USD,/All Apps/Apple App Store/Health & Fitness,728x90,6.866176,8601,8541,13,0,0,0
USD,/All Apps/Apple App Store/Shopping,320x50,20.895421,13710,11125,9,0,0,0
USD,Channel of Top non-US Sites for Nielsen Video Ads - DO NOT EDIT,320x50,44017.88121,15354590,14438328,11919,16858,3301,13557
USD,education master sx,300x50,450.802638,87748,82787,50,1310,38,1272
USD,mogo financial services kpi sx,300x100,0.003136,1,1,0,0,0,0
USD,mogo marks branding increased reach sx,120x600,9.369644,1956,1623,1,0,0,0
USD,mogo marks hq100p sx,200x200,0.305819,19,18,0,1,0,1
USD,mogo marks visual arts sx,970x250,0.302413,330,196,1,0,0,0
USD,ttd education sx,970x90,17.770696,1646,1476,2,4,0,4
USD,Channel of Top US Sites for Nielsen Display Ads - DO NOT EDIT,320x100,402.298193,59981,55428,101,189,34,155
USD,GG KPI sx,160x600,11.350638,623,532,1,1,0,1
USD,Lynn Grad,300x250,697.734155,166657,157072,46,285,28,257
USD,mogo marks lal (purchase) gold sx,120x600,1.850574,131,104,0,0,0,0
USD,mogo marks perf arts branding high reach sx,300x250,5979.410031,480144,366210,520,2454,223,2231
USD,ttd male sx,728x90,3837.281029,1082937,925166,425,1672,110,1562
USD,DO NOT USE Mobile - MoPub - Games/Computer & Video Games/Music & Dance Games,320x50,20.312376,42534,42388,59,0,0,0
USD,mogo marks branding tier 2 sx xls37852,200x200,0.930668,61,55,0,1,0,1
USD,mogo marks bw-theatre sx,320x50,16.761961,1904,1461,2,8,1,7
USD,mogo marks chicago sx,336x280,0.007736,1,1,0,0,0,0
USD,mogo marks xsl66781 sx,200x200,0.137813,7,6,0,0,0,0
USD,mogo marks xsl_800p sx,468x60,5.218799,1857,1044,0,0,0,0
USD,sfoc pslx 2018 sx (Jun_2018_Archived),728x90,1668.928438,380857,352750,208,2925,148,2777
USD,BR Native sx,160x600,27.703626,3408,3152,2,4,1,3
USD,Lynn DMAC,728x90,16.780781,3619,3397,1,8,0,8
USD,mogo marks branding increased reach sx,300x50,3142.520675,573302,541335,285,9017,209,8808
USD,mogo marks broadwayworld sx,250x250,0.009307,5,0,0,0,0,0
USD,mogo marks toronto sx,300x250,1527.414884,249529,223653,181,1141,101,1040
